order_item_id,order_id,product_id,quantity,unit_price,discount
166,58,80,7,68.55,0.15
167,58,38,3,266.91,0.15
168,58,32,7,315.59,0.0
169,59,14,5,160.77,0.05
170,59,12,6,471.74,0.2
171,59,1,5,494.81,0.0
172,60,12,7,471.74,0.05
173,60,24,9,449.42,0.1
174,61,53,9,252.79,0.0
175,61,14,10,160.77,0.1
176,61,4,6,343.88,0.2
177,61,12,7,471.74,0.0
178,61,46,5,322.28,0.05
179,62,11,9,109.44,0.0
180,62,72,7,33.67,0.0
181,62,32,3,315.59,0.0
182,62,74,5,473.74,0.0
183,63,19,5,136.12,0.05
184,63,9,5,161.15,0.05
185,63,22,2,135.06,0.0
186,63,56,5,435.91,0.0
187,64,77,2,39.26,0.0
188,64,79,5,384.09,0.0
189,64,26,7,113.56,0.0
190,64,59,10,306.44,0.05
191,65,57,10,152.73,0.0
192,65,43,5,342.45,0.0
193,65,56,10,435.91,0.15
194,66,62,3,271.99,0.05
195,66,41,6,10.68,0.0
196,67,74,5,473.74,0.2
197,67,32,7,315.59,0.0
198,67,42,2,361.76,0.1
199,67,49,4,229.59,0.1
200,68,24,8,449.42,0.2
201,68,71,5,157.22,0.2
202,68,4,2,343.88,0.2
203,68,60,7,80.66,0.15
204,68,27,8,498.78,0.0
205,69,31,7,59.28,0.2
206,69,33,7,397.08,0.0
207,69,20,8,127.08,0.1
208,70,75,7,47.4,0.1
209,70,52,1,135.38,0.2
210,70,69,6,439.97,0.15
211,70,65,9,5.28,0.1
212,71,14,4,160.77,0.15
213,72,22,10,135.06,0.15
214,72,79,7,384.09,0.2
215,72,6,6,389.12,0.2
216,73,14,4,160.77,0.1
217,73,2,9,321.8,0.1
218,73,13,10,438.8,0.15
219,73,34,10,213.97,0.0
220,74,48,9,220.21,0.0
221,74,51,6,438.55,0.0
222,74,60,8,80.66,0.0
223,74,76,5,245.57,0.05
224,75,15,3,329.44,0.0
225,76,44,9,270.8,0.05
226,76,59,6,306.44,0.05
227,76,27,2,498.78,0.05
228,77,41,2,10.68,0.0
229,77,9,6,161.15,0.15
230,77,39,2,485.68,0.15
231,77,6,3,389.12,0.15
232,78,67,9,14.64,0.0
233,78,23,6,294.37,0.1
234,79,60,3,80.66,0.15
235,79,30,7,28.32,0.05
236,79,52,1,135.38,0.15
237,79,24,10,449.42,0.0
238,80,76,4,245.57,0.0
239,80,55,5,456.75,0.2
240,80,50,2,477.14,0.1
241,80,1,2,494.81,0.2
242,81,24,2,449.42,0.0
243,81,47,8,60.22,0.1
244,81,42,6,361.76,0.1
245,81,26,7,113.56,0.1
246,81,59,7,306.44,0.1
247,82,45,6,137.08,0.2
248,83,80,10,68.55,0.0
249,83,23,3,294.37,0.0
250,83,39,2,485.68,0.0
251,83,79,5,384.09,0.0
252,84,48,9,220.21,0.05
253,84,19,7,136.12,0.1
254,85,74,7,473.74,0.0
255,85,50,8,477.14,0.15
256,86,23,3,294.37,0.0
257,86,72,6,33.67,0.2
258,86,22,8,135.06,0.1
259,86,63,1,390.42,0.2
260,86,37,6,498.08,0.0
261,87,18,9,232.13,0.15
262,87,25,8,202.7,0.05
263,87,50,8,477.14,0.05
264,87,72,8,33.67,0.05
265,88,11,1,109.44,0.2
266,88,73,4,439.61,0.0
267,89,36,4,193.9,0.1
268,90,22,8,135.06,0.1
269,90,59,9,306.44,0.0
270,90,73,10,439.61,0.0
271,91,70,8,416.67,0.1
272,91,47,4,60.22,0.05
273,91,6,2,389.12,0.15
274,92,39,8,485.68,0.0
275,92,5,6,422.21,0.2
276,93,57,2,152.73,0.2
277,94,27,6,498.78,0.2
278,94,76,10,245.57,0.15
279,95,22,4,135.06,0.2
280,95,79,1,384.09,0.1
281,95,18,6,232.13,0.1
282,95,27,5,498.78,0.1
283,96,22,9,135.06,0.15
284,96,42,2,361.76,0.0
285,96,38,7,266.91,0.0
286,96,74,5,473.74,0.2
287,96,35,3,36.45,0.15
288,97,32,6,315.59,0.2
289,97,19,4,136.12,0.2
290,98,63,7,390.42,0.05
291,98,19,8,136.12,0.0
292,98,74,2,473.74,0.05
293,98,35,9,36.45,0.15
294,99,48,6,220.21,0.1
295,99,59,1,306.44,0.2
296,99,63,2,390.42,0.15
297,100,46,4,322.28,0.05
298,100,9,4,161.15,0.05
299,100,69,5,439.97,0.0
300,100,51,5,438.55,0.0
301,101,74,1,473.74,0.0
302,101,17,2,457.7,0.15
303,101,73,8,439.61,0.0
304,101,63,2,390.42,0.2
305,101,44,3,270.8,0.05
306,102,1,5,494.81,0.0
307,102,55,5,456.75,0.0
308,102,26,6,113.56,0.0
309,102,17,2,457.7,0.0
310,103,7,5,118.38,0.15
311,103,51,4,438.55,0.05
312,104,13,1,438.8,0.0
313,105,10,9,137.53,0.15
314,105,17,8,457.7,0.0
315,105,76,1,245.57,0.15
316,105,29,6,50.0,0.2
317,106,55,3,456.75,0.05
318,107,30,7,28.32,0.0
319,108,14,6,160.77,0.0
320,109,18,2,232.13,0.1
321,109,49,10,229.59,0.0
322,109,19,10,136.12,0.15
323,110,57,4,152.73,0.15
324,110,45,3,137.08,0.05
325,111,57,2,152.73,0.1
326,111,28,7,257.22,0.0
327,111,12,7,471.74,0.0
328,111,13,3,438.8,0.0
329,111,18,5,232.13,0.15
330,112,32,9,315.59,0.1
331,113,78,9,381.5,0.1
332,113,37,9,498.08,0.0
333,113,4,7,343.88,0.0
334,113,39,1,485.68,0.2
335,113,27,4,498.78,0.05
336,114,15,2,329.44,0.1
337,114,31,1,59.28,0.0
338,114,64,6,267.53,0.0
339,114,77,7,39.26,0.2
340,115,54,2,93.43,0.0
341,115,47,10,60.22,0.0
342,115,70,1,416.67,0.0
343,115,23,4,294.37,0.0
344,115,61,1,382.44,0.2
345,116,65,7,5.28,0.0
346,116,37,9,498.08,0.1
347,116,54,10,93.43,0.0
348,116,55,5,456.75,0.0
349,117,11,3,109.44,0.1
350,117,66,6,165.46,0.05
351,117,27,10,498.78,0.15
352,118,40,7,431.09,0.15
353,119,8,2,20.89,0.05
354,119,32,2,315.59,0.05
355,120,78,1,381.5,0.15
356,120,8,3,20.89,0.15
357,120,40,1,431.09,0.0
358,120,23,8,294.37,0.0
359,120,16,9,200.84,0.1
360,121,22,5,135.06,0.15
361,121,48,2,220.21,0.2
362,121,17,1,457.7,0.0
363,122,35,10,36.45,0.15
364,122,68,2,464.9,0.05
365,122,9,8,161.15,0.1
366,122,34,6,213.97,0.0
367,123,73,5,439.61,0.2
368,123,22,2,135.06,0.1
369,123,48,2,220.21,0.0
370,123,21,9,282.88,0.0
371,124,2,4,321.8,0.0
372,125,47,1,60.22,0.1
373,125,50,7,477.14,0.0
374,125,20,6,127.08,0.0
375,125,23,7,294.37,0.15
376,126,35,6,36.45,0.0
377,126,10,9,137.53,0.15
378,126,74,1,473.74,0.0
379,127,67,7,14.64,0.0
380,127,6,8,389.12,0.2
381,128,40,9,431.09,0.05
382,128,42,1,361.76,0.0
383,128,12,4,471.74,0.0
384,129,39,10,485.68,0.05
385,129,80,4,68.55,0.15
386,129,32,9,315.59,0.2
387,129,60,4,80.66,0.0
388,129,48,1,220.21,0.05
389,130,30,9,28.32,0.0
390,131,43,1,342.45,0.2
391,132,40,4,431.09,0.05
392,132,14,8,160.77,0.0
393,132,27,3,498.78,0.15
394,132,68,5,464.9,0.0
395,133,30,9,28.32,0.05
396,134,59,2,306.44,0.1
397,134,11,3,109.44,0.15
398,134,75,7,47.4,0.0
399,135,73,5,439.61,0.0
400,135,8,6,20.89,0.2
401,135,56,7,435.91,0.15
402,135,17,6,457.7,0.0
403,135,31,8,59.28,0.0
404,136,10,3,137.53,0.2
405,136,26,10,113.56,0.0
406,137,14,8,160.77,0.05
407,137,22,6,135.06,0.05
408,138,69,6,439.97,0.2
409,139,58,8,321.28,0.0
410,139,40,2,431.09,0.0
411,140,39,1,485.68,0.0
412,140,78,6,381.5,0.0
413,141,32,6,315.59,0.05
414,142,7,7,118.38,0.2
415,142,39,8,485.68,0.1
416,142,34,9,213.97,0.0
417,142,23,2,294.37,0.05
418,142,4,2,343.88,0.2
419,143,16,1,200.84,0.2
420,143,2,4,321.8,0.0
421,144,52,2,135.38,0.1
422,144,48,10,220.21,0.0
423,145,3,2,280.69,0.0
424,146,17,1,457.7,0.05
425,146,12,1,471.74,0.0
426,146,43,10,342.45,0.05
427,146,16,7,200.84,0.05
428,147,49,7,229.59,0.0
429,148,28,5,257.22,0.05
430,148,24,3,449.42,0.0
431,148,36,10,193.9,0.1
432,149,32,8,315.59,0.0
433,149,38,2,266.91,0.0
434,149,64,7,267.53,0.0
435,149,53,7,252.79,0.0
436,149,71,9,157.22,0.0
437,150,3,8,280.69,0.0
438,150,49,10,229.59,0.1
439,150,46,6,322.28,0.05
440,150,62,5,271.99,0.0
441,150,70,1,416.67,0.0
442,151,29,9,50.0,0.0
443,151,4,10,343.88,0.0
444,151,36,3,193.9,0.0
445,151,8,4,20.89,0.15
446,151,61,4,382.44,0.0
447,152,8,3,20.89,0.0
448,152,29,4,50.0,0.1
449,152,74,6,473.74,0.2
450,152,50,6,477.14,0.1
451,152,46,1,322.28,0.15
452,153,73,8,439.61,0.1
453,153,19,5,136.12,0.0
454,153,25,8,202.7,0.0
455,154,8,4,20.89,0.1
456,155,3,8,280.69,0.0
457,155,68,6,464.9,0.1
458,156,17,3,457.7,0.2
459,156,44,6,270.8,0.0
460,157,19,10,136.12,0.15
461,158,15,6,329.44,0.0
462,158,68,6,464.9,0.15
463,159,76,6,245.57,0.0
464,159,13,3,438.8,0.15
465,159,44,7,270.8,0.2
466,159,39,8,485.68,0.15
467,160,23,6,294.37,0.0
468,160,72,10,33.67,0.2
469,160,79,3,384.09,0.05
470,161,38,1,266.91,0.15
471,161,17,10,457.7,0.05
472,161,23,10,294.37,0.0
473,162,78,10,381.5,0.0
474,162,41,10,10.68,0.0
475,163,19,6,136.12,0.0
476,163,43,3,342.45,0.15
477,163,10,2,137.53,0.2
478,163,31,6,59.28,0.05
479,164,34,4,213.97,0.0
480,165,45,5,137.08,0.2
481,166,1,1,494.81,0.05
482,167,54,7,93.43,0.0
483,167,22,9,135.06,0.05
484,167,53,2,252.79,0.2
485,167,64,8,267.53,0.2
486,168,29,5,50.0,0.0
487,168,21,6,282.88,0.0
488,168,58,2,321.28,0.0
489,168,10,6,137.53,0.0
490,168,5,7,422.21,0.0
491,169,71,2,157.22,0.0
492,170,79,10,384.09,0.05
493,170,62,3,271.99,0.0
494,170,4,2,343.88,0.0
495,170,56,4,435.91,0.0
496,170,22,7,135.06,0.15
497,171,70,2,416.67,0.0
498,171,34,7,213.97,0.1
499,171,37,9,498.08,0.2
500,171,39,8,485.68,0.0
501,171,31,1,59.28,0.0
502,172,55,2,456.75,0.0
503,173,62,3,271.99,0.15
504,173,26,5,113.56,0.0
505,173,13,8,438.8,0.2
506,173,4,2,343.88,0.0
507,173,27,7,498.78,0.05
508,174,34,3,213.97,0.0
509,174,12,7,471.74,0.0
510,174,70,3,416.67,0.05
511,174,50,1,477.14,0.0
512,175,60,10,80.66,0.0
513,175,34,3,213.97,0.2
514,175,29,2,50.0,0.0
515,175,35,6,36.45,0.2
516,176,53,7,252.79,0.2
517,176,76,9,245.57,0.05
518,176,30,9,28.32,0.15
519,176,71,8,157.22,0.1
520,176,8,4,20.89,0.05
521,177,11,9,109.44,0.1
522,177,51,9,438.55,0.2
523,177,5,10,422.21,0.15
524,178,19,4,136.12,0.2
525,178,16,4,200.84,0.0
526,178,58,1,321.28,0.05
527,178,23,2,294.37,0.15
528,178,22,7,135.06,0.0
529,179,77,6,39.26,0.15
530,179,34,2,213.97,0.0
531,180,72,5,33.67,0.1
532,180,51,8,438.55,0.2
533,180,71,1,157.22,0.2
534,180,42,10,361.76,0.1
535,181,54,10,93.43,0.1
536,181,15,2,329.44,0.0
537,181,20,10,127.08,0.2
538,181,19,2,136.12,0.2
539,181,73,5,439.61,0.2
540,182,45,10,137.08,0.1
541,182,53,8,252.79,0.0
542,182,34,3,213.97,0.0
543,182,50,7,477.14,0.0
544,182,63,10,390.42,0.1
545,183,5,1,422.21,0.15
546,183,51,8,438.55,0.0
547,183,43,6,342.45,0.0
548,183,31,6,59.28,0.2
549,184,40,2,431.09,0.2
550,184,36,4,193.9,0.0
551,184,63,5,390.42,0.15
552,185,42,2,361.76,0.0
553,185,35,8,36.45,0.0
554,185,54,7,93.43,0.15
555,185,78,8,381.5,0.2
556,186,48,5,220.21,0.15
557,186,8,9,20.89,0.05
558,186,66,3,165.46,0.2
559,186,21,9,282.88,0.1
560,186,9,1,161.15,0.0
561,187,26,4,113.56,0.0
562,187,8,8,20.89,0.0
563,188,26,8,113.56,0.1
564,188,36,7,193.9,0.15
565,188,48,2,220.21,0.15
566,189,31,6,59.28,0.05
567,190,58,6,321.28,0.0
568,190,23,3,294.37,0.2
569,190,61,5,382.44,0.15
570,190,76,2,245.57,0.0
571,190,71,1,157.22,0.05
572,191,21,10,282.88,0.2
573,192,29,5,50.0,0.15
574,192,27,7,498.78,0.1
575,193,2,8,321.8,0.0
576,194,77,4,39.26,0.0
577,194,2,10,321.8,0.2
578,195,36,6,193.9,0.05
579,195,55,5,456.75,0.0
580,195,49,8,229.59,0.0
581,196,80,9,68.55,0.15
582,196,51,6,438.55,0.1
583,196,75,10,47.4,0.1
584,196,14,5,160.77,0.0
585,196,1,2,494.81,0.05
586,197,44,5,270.8,0.15
587,198,36,4,193.9,0.0
588,198,34,9,213.97,0.2
589,198,39,4,485.68,0.0
590,199,52,5,135.38,0.0
591,199,41,7,10.68,0.05
592,199,18,7,232.13,0.15
593,199,4,1,343.88,0.1
594,199,64,10,267.53,0.2
595,200,44,9,270.8,0.15
596,200,29,8,50.0,0.15
597,201,65,9,5.28,0.0
598,201,39,5,485.68,0.0
599,201,22,8,135.06,0.0
600,202,72,2,33.67,0.0
601,202,24,6,449.42,0.0
602,202,43,5,342.45,0.05
603,203,48,5,220.21,0.05
604,203,34,2,213.97,0.05
605,203,75,1,47.4,0.2
606,204,75,9,47.4,0.0
607,204,80,7,68.55,0.1
608,204,10,5,137.53,0.05
609,204,61,1,382.44,0.2
610,204,25,3,202.7,0.0
611,205,44,10,270.8,0.05
612,205,53,3,252.79,0.0
613,206,11,6,109.44,0.15
614,206,63,3,390.42,0.0
615,207,1,8,494.81,0.0
616,208,22,3,135.06,0.05
617,208,74,2,473.74,0.0
618,209,56,1,435.91,0.0
619,209,55,9,456.75,0.0
620,209,52,6,135.38,0.0
621,209,62,6,271.99,0.2
622,209,50,9,477.14,0.0
623,210,1,4,494.81,0.0
624,211,40,7,431.09,0.1
625,211,17,10,457.7,0.0
626,211,14,3,160.77,0.0
627,212,39,5,485.68,0.05
628,213,77,6,39.26,0.05
629,213,68,6,464.9,0.2
630,213,44,4,270.8,0.0
631,213,56,7,435.91,0.0
632,213,18,4,232.13,0.0
633,214,28,10,257.22,0.1
634,214,3,3,280.69,0.0
635,215,5,9,422.21,0.1
636,215,49,1,229.59,0.1
637,215,33,1,397.08,0.15
638,216,3,1,280.69,0.15
639,217,54,8,93.43,0.05
640,218,71,5,157.22,0.05
641,219,27,5,498.78,0.05
642,219,2,2,321.8,0.15
643,220,35,2,36.45,0.1
644,220,80,10,68.55,0.0
645,220,78,5,381.5,0.0
646,220,18,2,232.13,0.05
647,220,54,4,93.43,0.1
648,221,34,4,213.97,0.0
649,221,67,7,14.64,0.0
650,222,6,8,389.12,0.0
651,222,71,8,157.22,0.0
652,223,1,2,494.81,0.0
653,223,2,10,321.8,0.15
654,224,20,2,127.08,0.0
655,224,12,4,471.74,0.05
656,224,66,5,165.46,0.0
657,224,10,8,137.53,0.0
658,225,23,1,294.37,0.2
659,226,47,2,60.22,0.0
660,226,41,1,10.68,0.0
661,226,55,3,456.75,0.15
662,227,43,8,342.45,0.1
663,227,46,5,322.28,0.15
664,228,48,6,220.21,0.0
665,229,52,7,135.38,0.05
666,230,50,3,477.14,0.0
667,230,62,3,271.99,0.15
668,230,54,1,93.43,0.2
669,231,14,10,160.77,0.05
670,231,54,10,93.43,0.15
671,232,24,10,449.42,0.0
672,232,79,3,384.09,0.05
673,232,49,8,229.59,0.0
674,232,46,7,322.28,0.05
675,233,9,5,161.15,0.15
676,234,2,10,321.8,0.0
677,234,68,6,464.9,0.1
678,234,74,9,473.74,0.15
679,235,13,7,438.8,0.0
680,235,56,9,435.91,0.1
681,235,32,1,315.59,0.0
682,235,62,3,271.99,0.1
683,235,45,8,137.08,0.2
684,236,22,4,135.06,0.0
685,236,10,5,137.53,0.0
686,236,63,9,390.42,0.0
687,236,42,9,361.76,0.15
688,237,52,8,135.38,0.2
689,237,31,10,59.28,0.05
690,237,11,2,109.44,0.2
691,237,59,8,306.44,0.05
692,238,16,2,200.84,0.05
693,238,64,7,267.53,0.0
694,238,3,9,280.69,0.1
695,239,12,10,471.74,0.1
696,240,66,8,165.46,0.0
697,240,72,6,33.67,0.2
698,240,27,1,498.78,0.2
699,241,59,9,306.44,0.2
700,241,43,10,342.45,0.1
701,242,47,4,60.22,0.0
702,242,58,6,321.28,0.0
703,242,15,5,329.44,0.1
704,242,13,9,438.8,0.0
705,243,6,3,389.12,0.05
706,244,53,5,252.79,0.1
707,244,14,4,160.77,0.0
708,245,51,4,438.55,0.05
709,246,44,7,270.8,0.0
710,246,14,10,160.77,0.0
711,247,59,8,306.44,0.0
712,247,76,9,245.57,0.15
713,247,65,1,5.28,0.1
714,247,18,7,232.13,0.2
715,248,62,2,271.99,0.05
716,248,66,10,165.46,0.1
717,248,23,6,294.37,0.1
718,248,75,7,47.4,0.05
719,248,17,10,457.7,0.15
720,249,36,6,193.9,0.0
721,249,51,8,438.55,0.2
722,250,18,10,232.13,0.15
723,250,53,9,252.79,0.0
724,251,41,10,10.68,0.15
725,251,71,5,157.22,0.15
726,251,28,6,257.22,0.15
727,251,26,3,113.56,0.15
728,251,27,3,498.78,0.1
729,252,42,10,361.76,0.1
730,252,15,7,329.44,0.15
731,252,46,9,322.28,0.0
732,252,72,7,33.67,0.2
733,252,62,1,271.99,0.1
734,253,4,7,343.88,0.0
735,254,8,4,20.89,0.0
736,255,37,3,498.08,0.2
737,255,33,1,397.08,0.15
738,256,27,6,498.78,0.2
739,256,70,8,416.67,0.0
740,256,5,10,422.21,0.2
741,257,29,5,50.0,0.15
742,257,72,1,33.67,0.05
743,257,50,7,477.14,0.05
744,257,31,6,59.28,0.1
745,257,66,1,165.46,0.0
746,258,26,4,113.56,0.15
747,258,80,6,68.55,0.2
748,258,57,10,152.73,0.1
749,259,26,2,113.56,0.0
750,259,25,3,202.7,0.15
751,259,38,9,266.91,0.0
752,259,58,7,321.28,0.0
753,259,23,7,294.37,0.0
754,260,34,1,213.97,0.0
755,260,17,8,457.7,0.15
756,260,21,3,282.88,0.0
757,260,75,3,47.4,0.0
758,260,33,10,397.08,0.0
759,261,39,2,485.68,0.2
760,261,63,6,390.42,0.1
761,261,74,4,473.74,0.0
762,261,71,9,157.22,0.0
763,261,46,9,322.28,0.0
764,262,70,6,416.67,0.0
765,262,69,4,439.97,0.15
766,262,52,6,135.38,0.0
767,262,12,6,471.74,0.0
768,263,80,8,68.55,0.1
769,263,68,1,464.9,0.0
770,264,58,10,321.28,0.0
771,264,31,1,59.28,0.15
772,264,79,6,384.09,0.05
773,265,50,5,477.14,0.1
774,266,4,9,343.88,0.2
775,266,67,9,14.64,0.05
776,266,48,8,220.21,0.0
777,267,25,2,202.7,0.0
778,267,42,3,361.76,0.2
779,267,66,9,165.46,0.1
780,268,9,4,161.15,0.15
781,269,55,4,456.75,0.1
782,269,14,7,160.77,0.15
783,270,20,1,127.08,0.05
784,271,5,1,422.21,0.0
785,271,12,5,471.74,0.1
786,271,10,2,137.53,0.1
787,272,34,7,213.97,0.05
788,272,53,7,252.79,0.05
789,273,3,9,280.69,0.0
790,273,50,10,477.14,0.0
791,273,16,10,200.84,0.0
792,274,46,9,322.28,0.0
793,275,39,5,485.68,0.2
794,275,78,8,381.5,0.05
795,275,12,7,471.74,0.2
796,276,61,3,382.44,0.1
797,277,18,9,232.13,0.0
798,277,51,3,438.55,0.0
799,278,2,3,321.8,0.0
800,278,71,1,157.22,0.0
801,278,72,10,33.67,0.1
802,279,69,4,439.97,0.15
803,279,71,6,157.22,0.0
804,279,11,7,109.44,0.15
805,279,40,9,431.09,0.0
806,280,24,10,449.42,0.2
807,280,29,5,50.0,0.0
808,281,24,10,449.42,0.2
809,282,71,8,157.22,0.15
810,283,10,4,137.53,0.15
811,283,38,10,266.91,0.05
812,283,9,6,161.15,0.0
813,283,33,3,397.08,0.15
814,283,13,4,438.8,0.0
815,284,80,6,68.55,0.05
816,284,9,8,161.15,0.0
817,284,25,10,202.7,0.15
818,285,75,10,47.4,0.0
819,285,20,6,127.08,0.05
820,285,73,3,439.61,0.0
821,286,32,5,315.59,0.2
822,286,29,6,50.0,0.0
823,286,56,6,435.91,0.05
824,287,58,9,321.28,0.0
825,287,46,3,322.28,0.15
826,287,40,10,431.09,0.0
827,287,63,5,390.42,0.2
828,288,69,5,439.97,0.15
829,288,26,2,113.56,0.15
830,289,3,9,280.69,0.15
831,290,75,10,47.4,0.05
832,291,28,9,257.22,0.05
833,291,5,3,422.21,0.0
834,291,71,7,157.22,0.0
835,291,34,10,213.97,0.15
836,291,70,5,416.67,0.0
837,292,65,6,5.28,0.1
838,292,66,1,165.46,0.15
839,292,12,4,471.74,0.2
840,292,51,10,438.55,0.15
841,293,66,8,165.46,0.0
842,293,18,3,232.13,0.1
843,294,19,8,136.12,0.0
844,294,62,2,271.99,0.0
845,294,46,6,322.28,0.0
846,294,6,1,389.12,0.15
847,294,29,4,50.0,0.1
848,295,50,1,477.14,0.0
849,295,61,6,382.44,0.0
850,295,59,9,306.44,0.15
851,296,34,10,213.97,0.0
852,296,75,7,47.4,0.15
853,296,70,7,416.67,0.0
854,297,10,9,137.53,0.05
855,297,67,6,14.64,0.2
856,297,33,6,397.08,0.05
857,297,49,8,229.59,0.1
858,297,29,1,50.0,0.1
859,298,57,4,152.73,0.0
860,298,22,9,135.06,0.15
861,299,28,3,257.22,0.0
862,299,20,10,127.08,0.15
863,299,24,2,449.42,0.15
864,300,54,2,93.43,0.05
865,300,43,8,342.45,0.05
